,entité,freq
42472,CESER & les Conseils de Développement,1
42473,Cour sur la gestion du service,1
42474,réduire drastique,1
42475,Coseil,1
42476,Metre,1
42477,Hommages,1
42478,DOM.TOM,1
42479,RPSL,1
42480,Marseille Provence Métropole,1
42481,représentés)A,1
42482,Assemblée des régions..... Oui,1
42483,Communes rurales,1
42484,Montrouge parachutés,1
42485,Jule Ferry,1
42486,enf,1
42487,PAS D'ACCUEIL,1
42488,Joséphine Ange Gardien,1
42489,Mwasi,1
42490,Afrodescendants pour l'esclavagisme,1
42491,Générations Identitaires,1
42492,ELECTIONS AVEC,1
42493,mer Supprimer,1
42494,Bitable,1
42495,Indouistes,1
42496,fusée France,1
42497,CARREFOUR,1
42498,Mr ARNAUD ETC,1
42499,président de la république n,1
42500,coûts maîtrisés,1
42501,Assemblée nationale représentative,1
42502,Reg,1
42503,République moins intangibles,1
42504,Parlement de la proposition de loi,1
42505,Lieusaint,1
42506,innéficaces(ex,1
42507,villes)et,1
42508,villeC',1
42509,eh ben pareil,1
42510,Collectivitées Locales,1
42511,Fanny Salle CD44,1
42512,Président de notre république,1
42513,Millions de Tonnes,1
42514,Pays de la Loire(PDL,1
42515,Carole Grelaud CD44,1
42516,HUB Parisiens,1
42517,Région Administrative Bretagne,1
42518,Triangulaire Rennes,1
42519,Bretagne»,1
42520,J'ai et j’aimerais,1
42521,France OK,1
42522,gallus,1
42523,Environnemental National,1
42524,SANS POSSIBILITE,1
42525,première circonscription de la Vienne,1
42526,Obtenir CR,1
42527,Grandes Provinces d'antan,1
42528,Efficacité de nos institutions,1
42529,A A I.,1
42530,mandas Maxi,1
42531,Refoulé,1
42532,Du travail rémunérateur pour tous,1
42533,Liberté!,1
42534,Racisme!,1
42535,Multi-,1
42536,assemblée Reconnaissance,1
42537,Soudan Yemen,1
42538,Afghanistan per,1
42539,macdo jetés partout,1
42540,STOPPER COMPLETEMENT,1
42541,Patriote,1
42542,"politique,,il",1
42543,Binômes,1
42544,l’impôt symbolique,1
42545,fixe(s,1
42546,Méga,1
42547,SÉNAT et des RÉGIONS,1
42548,1/ Adoucir,1
42549,CEDH Renvoyer,1
42550,Assemblée nationale 2,1
42551,Apprentissage de La morale,1
42552,21 Juin,1
42553,Tacite,1
42554,Respecter Marianne,1
42555,NÔTRE!.,1
42556,TRANSPARENCY INTERNATIONAL,1
42557,Portiques autoroutiers de taxe carbone,1
42558,criminaliséeLes,1
42559,Uil,1
42560,Dèputé,1
42561,GAB,1
42562,Pénil,1
42563,Maison des Solidarités                                       ,1
42564,Ecole!,1
42565,République de la montée du communautarisme et des fake news,1
42566,Jacques Toulon,1
42567,Peux,1
42568,damander,1
42569,Punitions,1
42570,JFKennedy,1
42571,Homme sans les respecter,1
42572,République sans failles,1
42573,REDONNER SENS,1
42574,Convention internationale des droits de l’,1
42575,Peines réelles et incompressibles pour les multirécidivistes violents et dangereux,1
42576,Augmentation significative,1
42577,Président de gourverner,1
42578,Homme > Assemblée,1
42579,LUE,1
42580,Polytechnique X,1
42581,CAP Collectif,1
42582,Damocles,1
42583,Sénat de la sagesse,1
42584,Institut Œcuménique de Théologie,1
42585,Rousseau»,1
42586,ira bien!.,1
42587,RI Ctoyenne,1
42588,Manipulation étatique et médiatique,1
42589,CERTAINS CANDIDATS,1
42590,Democracy ,1
42591,Leonard Cohen,1
42592,Ferrière,1
42593,Korczak,1
42594,Jean Macé,1
42595,Nobert Elias,1
42596,"Ministère de la Jeunesse, des Sports et de la Vie associative",1
42597,Aroeven,1
42598,Neils,1
42599,PEP,1
42600,panthéon,1
42601,Retraite MAXIMUM,1
42602,prof!. Oui,1
42603,Effectif,1
42604,"livre""d'",1
42605,Titre 1er Principes,1
42606,Prolongez,1
42607,PNUD,1
42608,Président de la République l’,1
42609,» +,1
42610,Magrebh,1
42611,Programme des Nations-Unies pour le Développement,1
42612,Aurélien Tâché,1
42613,Simone Truc,1
42614,Catherine Trautmann,1
42615,Paul Machin,1
42616,congé paternité,1
42617,Proportionnalité,1
42618,Réunions locales,1
42619,Proportionnalité !,1
42620,De travail,1
42621,C. Obliger,1
42622,B. Supprimer,1
42623,E Arrêter,1
42624,OUI CF.CI,1
42625,CONSEQUENT LEURRER,1
42626,NIVEAU NATIONAL MAIS AUSSI,1
42627,AUTRE PART,1
42628,CANDIDATS DEVRAIENT,1
42629,ACCORDER LA VALIDATION,1
42630,VOIR CI DESSOUS,1
42631,Société Civile et des Territoires,1
42632,SCANDALE!.,1
42633,"école,,etc",1
42634,Les Française,1
42635,OPCI,1
42636,Orvault,1
42637,Verbalisés,1
42638,Jeunes-,1
42639,BRENNE!!.,1
42640,Majorer l’,1
42641,La LOI,1
42642,"Conseil économique ,social  ",1
42643,25%de,1
42644,Haute Assemblée Citoyenne,1
42645,Jean Marcel Jeanneney,1
42646,Xavier Niels,1
42647,Ecole pour éduquer les citoyen.ne.s,1
42648,l‘Assemblée Nationale,1
42649,qpr,1
42650,La spiritualité,1
42651,Patrie-,1
42652,Fraternité patriotique,1
42653,50%.Il,1
42654,Conseil economique et social?,1
42655,Aglos,1
42656,Champerret,1
42657,Précédent Président,1
42658,Sécurité des Français,1
42659,Socialement,1
42660,Karl Popper l’,1
42661,internetsont hyper complqués,1
42662,Ecole forte,1
42663,extremeS,1
42664,Mercator,1
42665,Proglio,1
42666,M. Pébereau,1
42667,Lévothyrox,1
42668,l’interroger,1
42669,Saint- Couliz,1
42670,Saint Amand,1
42671,Forcerez,1
42672,première mosquée de France,1
42673,Maroc 	,1
42674,Oulémas,1
42675,France- Afrique,1
42676,Pierre Chopin,1
42677,saint Etienne,1
42678,IV Republique,1
42679,Indivisibilite de la Republique,1
42680,Arretez SVP,1
42681,ASCENDANTE,1
42682,DESCENDANT,1
42683,NEGLIGEANT DE QUESTIONNER,1
42684,BI NATIONAUX,1
42685,SEULS QUELQUES,1
42686,SUFFISEMMENT,1
42687,EXTREME DROITE PRENDRA,1
42688,L'EUROPE DE L'EST + LA FRANCE,1
42689,DETERIORATION,1
42690,FONT PREUVE D'UNE TRES,1
42691,CARTE VITALE  ,1
42692,INDELICATS,1
42693,SONT SECOURISTES,1
42694,POUSUITES JUDICIAIRES,1
42695,IDENTITEE,1
42696,TERREUR NUISIBLE,1
42697,PAS COMPATIBLE AVEC NOTRE CIVILISATION + INTRODUIRE A,1
42698,Mal Fichu,1
42699,ROLES,1
42700,ÉTÉ,1
42701,Emmanuel Petit,1
42702,AUTOMNE,1
42703,DÉFINIR,1
42704,DROIT!.,1
42705,Grand Emprunt,1
42706,Mittérrand,1
42707,ASTRONOMIQUE,1
42708,O.M.,1
42709,James Bond,1
42710,ÉCOUTANT,1
42711,SE TAIRE,1
42712,République de notre pays,1
42713,"Conseil économique, social etc ne SERT",1
42714,L'IMMIGRATION PARASITAIRE,1
42715,Coupole,1
42716,République bananière!.,1
42717,N. N. N. N. N. N. N. N. N. Oui,1
42718,Cultivé,1
42719,MRIFEN,1
42720,Retissez,1
42721,Gérard !,1
42722,Man,1
42723,Spider,1
42724,Cours d'éducation,1
42725,Décrédibilisation totale du rôle,1
42726,Rétablissement de l'ISF,1
42727,Débroussaillage,1
42728,Bicot,1
42729,école Bourse,1
42730,Bougnoule,1
42731,ARGENT ,1
42732,IRONT VOTER,1
42733,RIC Lois,1
42734,tensions.il,1
42735,interroge,1
42736,Rajouter de la démocratie directe,1
42737,Ville de Genève,1
42738,Assemblée Oui,1
42739,Laïcité de l'État,1
42740,M. Soral,1
42741,E. U.,1
42742,grande Mosquée de paris,1
42743,Longues Vues,1
42744,Labas,1
42745,"Conseil économique, social et environnemental de Paris",1
42746,ORRRRRRRRRRRRRRRRRRR,1
42747,Politesse Rien,1
42748,Afrique de l'EST,1
42749,Égalité — des droits == OUI,1
42750,Afrique du NORD,1
42751,Vivra,1
42752,Verra,1
42753,Égalité — des droits,1
42754,merci monsieur,1
42755,"Conseil économique, social et environnemental local / régional",1
42756,bonne appétit,1
42757,"Grand Conseil économique, social et environnemental de Paris",1
42758,Gouffre,1
42759,Quelles Bêtises Humaines,1
42760,Colonisateurs,1
42761,Hémorragies,1
42762,Burkinabè,1
42763,Égalité — des chances == OUI,1
42764,TOUT Coûte,1
42765,bonjour papa,1
42766,LAUSANNE,1
42767,exemple(tiens,1
42768,E Snowden,1
42769,vrai!. Non,1
42770,Administration & de Société civile,1
42771,ENCORE PLUS,1
42772,IMPCT,1
42773,Imaginer des Partenariats Public,1
42774,SUPPLEANT,1
42775,Multilatéralisme,1
42776,Répbilique,1
42777,Limiter les Visas,1
42778,Mix de Professionnels,1
42779,INTERNE,1
42780,Dockers,1
42781,Maires & Adjoints,1
42782,Chambre de Proximité pour les Citoyens,1
42783,Europe & les Nations Unies,1
42784,Groupement de Communes,1
42785,Supprimer Conseil Economique,1
42786,Social Supprimer le Sénat,1
42787,Cambriolages Agressions,1
42788,chichi,1
42789,Refendums,1
42790,Réfèrez,1
42791,C.M.U.,1
42792,Pas de financement,1
42793,Chef del'Etat,1
42794,îles des,1
42795,Sourions,1
42796,Conseil d'Etat!,1
42797,"l'""Instruction Publique",1
42798,Paul BERT,1
42799,ministre de l'Instruction Publique,1
42800,terre d'asile la France,1
42801,Asie de sud-est,1
42802,Solidarité Altruisme,1
42803,élection;. Développement des participations,1
42804,arche de Noë,1
42805,Natalité,1
42806,Européisme,1
42807,marre des voyous,1
42808,OUI AUCUNE QUESTION,1
42809,SE CREUSER,1
42810,CIBOULOT,1
42811,Scandinave !,1
42812,Webseminars,1
42813,x% d'Africains,1
42814,x% d'Asiatiques,1
42815,NOM AUTANT CORROMPU,1
42816,Réprimé,1
42817,république d'Athène,1
42818,NE BENEFIENT PAS TOUJOURS NOS CONCITOYENS,1
42819,conseil économique et réduction,1
42820,CENTRAL,1
42821,Loi Française,1
42822,cinq)A,1
42823,Règlement européen,1
42824,Martinique Guyane,1
42825,Préfèreront,1
42826,Grand-,1
42827,Réunion(double,1
42828,"psychiques,,'il",1
42829,La justice pour les adultes,1
42830,nous(avec,1
42831,collège de l’assemblé,1
42832,Cour de Discipline Budgétaire,1
42833,COMMENT INCITER,1
42834,SENATEURS PRIORITAIREMENT,1
42835,benalla de nuire,1
42836,cout humain,1
42837,suppresion/,1
42838,COMEX,1
42839,Republique Française,1
42840,ACCOR,1
42841,exercice difficile,1
42842,Sénat pour un meilleur équilibre des chambres,1
42843,L'état centralisé,1
42844,Innocent,1
42845,Claire O',1
42846,Organisation de débat contradictoire,1
42847,restrictiveS. Bonne Employer,1
42848,République la Fraternité,1
42849,aumône!!!!!!. Non,1
42850,CONTROLE CITOYEN,1
42851,Aujourd’hui le grand,1
42852,Service d’information du gouvernement,1
42853,SIG,1
42854,Etre Intransigeant,1
42855,Liberté de la Presse,1
42856,Carnet Citoyen,1
42857,France périphérique »,1
42858,DSQ »,1
42859,Éducation nationale et Justice,1
42860,vide »,1
42861,rue de Grenelle,1
42862,Conserver »,1
42863,École de la magistrature de Bordeaux,1
42864,l’action éducatrice contemporaine,1
42865,union de consommateur et syndicat,1
42866,Constitution d'un referendum  ,1
42867,Région)permettant,1
42868,Appliquer le Concordat,1
42869,sùdgkùmkldf,1
42870,CHOISISONS,1
42871,MOINS DEJA,1
42872,CHACUNE D ELLE,1
42873,PARFAITE ADEQUATION,1
42874,PARTI POLITIQUE INSISTER,1
42875,LEUR REVENUS,1
42876,S IMPOSENT,1
42877,CEUX CI,1
42878,REPONDU,1
42879,PLUS DE PROPORTIONNEL,1
42880,SONT PAS RESPECTES,1
42881,Jeter mégot,1
42882,BREF RAPPROCHER,1
42883,Assemblée Proportionnelle,1
42884,Obliger Bercy,1
42885,Horizontale,1
42886,Mme  Beloubet,1
42887,Mme Vichniesky,1
42888,RÔLE MOINS JACOBIN,1
42889,France Active,1
42890,Scot(s,1
42891,Services des  Impôts,1
42892,Préfecture   ,1
42893,+ Assemblée des Régions,1
42894,Secrétaire d'État,1
42895,PARENTALITÉ,1
42896,Intéressés,1
42897,Formation obligatoire,1
42898,l’attitude,1
42899,Territoires d'outre mer,1
42900,CONTINUONS,1
42901,Chétiens,1
42902,Charles de Foucaud,1
42903,Autorités régionales ou nationales,1
42904,Sénat Organiser,1
42905,Maire pourra,1
42906,Christian Ranucci,1
42907,Patrick Henry,1
42908,Bénéfices apportés Rétablissement,1
42909,Conclusion   ,1
42910,Services à la cantine,1
42911,Président de la République et,1
42912,Allocation d'Adulte Handicapé,1
42913,Rep!,1
42914,Mamadou Gassama,1
42915,4 Etre,1
42916,l. Évolution,1
42917,Defini,1
42918,Comprendrez,1
42919,fermeté!. Sérieusement,1
42920,1.Près,1
42921,8.En France,1
42922,CAPTER,1
42923,INVERSE !,1
42924,CONSULATS,1
42925,CIRCONSCRIPTIONS REGIONALES,1
42926,Conseil Economique social et écologique,1
42927,FILTRER,1
42928,Conseillers Économiques,1
42929,Coupe-du-monde,1
42930,Remontée d'infos,1
42931,Assso,1
42932,Julia Caget,1
42933,Burger KING,1
42934,INDICATEUR UNIQUEMENT,1
42935,"L""immigration",1
42936,Sénat réduction sensible du nombre de sénateurs,1
42937,Conseil national du Numérique,1
42938,République Liberté Égalité,1
42939,éducation!!!!!!!!!!!!!!!!!!!!!!!!!!.,1
42940,pau,1
42941,intégration/ Parler,1
42942,Recouper,1
42943,Groupes de pression,1
42944,Berlusconni,1
42945,L'HUMAIN!.,1
42946,néo machin,1
42947,CF CI DESSUS,1
42948,ACTUELLEMENT SEULS,1
42949,Toutes,1
42950,conseil économique social et environnemental est-il utile,1
42951,non-citoyens,1
42952,4/. Mettre,1
42953,a)L',1
42954,Constitution de la V ème République,1
42955,Service politique obligatoire,1
42956,confiance!. Non,1
42957,Pas de référendum,1
42958,CAF indexé sur l’inflation,1
42959,Labos idem,1
42960,Le P.L.U,1
42961,ordre des Médecins,1
42962,néo zélandaise,1
42963,E philippe,1
42964,- Retirer,1
42965,Agressivité Vols,1
42966,Université Populaire,1
42967,Le nouveau Sénat,1
42968,Le nouveau sénat = Contrôle des objectifs et résultats,1
42969,Sénat = Pas de partis,1
42970,Promouvoir le R.I.C,1
42971,Service Militaire nouvelle formule,1
42972,Crillon,1
42973,L'inégalité Homme/Femme -,1
42974,Conseil de l'Interco,1
42975,Chambres Consulaires,1
42976,Consulaires,1
42977,Incorruptibilité,1
42978,quede,1
42979,Xavier Bertrant,1
42980,assemblée nationale sénat,1
42981,Gauthier Chapelle,1
42982,R.I.POPULAIRE,1
42983,Raphaël Stevens,1
42984,Leitmotiv,1
42985,Président du CD,1
42986,Ecole publique et laïque,1
42987,maréchal  Age,1
42988,RIC régional,1
42989,TV NB,1
42990,Thor,1
42991,CRIIAD,1
42992,Police n,1
42993,Conseil d'Etat politique et social,1
42994,Ah !,1
42995,noêl,1
42996,Pus de transparence,1
42997,"Ecole ,Familles",1
42998,PORCS,1
42999,Démultiplier,1
43000,Supreimer,1
43001,Appélation d'Origine Contrôlée,1
43002,Ecole et la République,1
43003,Eric ZEMMOUR,1
43004,PIRE RÉDUITS,1
43005,NOUS AVONS BEAU,1
43006,ARMÉES,1
43007,OU NAÏVEMENT,1
43008,BÉBÉS,1
43009,FUMÉE,1
43010,AFRIQUE AVOIR SA,1
43011,PEUPLE FRANÇAIS RETROUVERA SA JOIE,1
43012,PLAN INTERNATIONAL,1
43013,ÉTRANGÈRE,1
43014,CROYEZ MOI,1
43015,Parlement de l'union Européenne,1
43016,Mc nugget,1
43017,Que Ghosn & Co,1
43018,RN d'exister,1
43019,Renforcement des services publics,1
43020,Très,1
43021,PAS DE CHEQUE,1
43022,Assimilation française,1
43023,#Ecologieintégrale,1
43024,ligne Val de Seine,1
43025,l’hypothèse,1
43026,Égalité des droits et devoirs,1
43027,Indemnité journalière,1
43028,Dégressivité,1
43029,"République Française ""Liberté",1
43030,Président de la République Election,1
43031,THA,1
43032,intégration(lire,1
43033,SYNTHÉTIQUE,1
43034,commencer!!!!.,1
43035,sévir!!.,1
43036,Evironnemental,1
43037,"école de la République qu""incombe",1
43038,separation religion,1
43039,République Voter,1
43040,travai,1
43041,Président Roi,1
43042,Agence de sécurité alimentaire ANSES,1
43043,Autorité de Sûreté Nucléaire,1
43044,AFFSA,1
43045,problèmes!. Respect,1
43046,I.c,1
43047,citoens,1
43048,Démission ,1
43049,Police ,1
43050,Bruxelles »,1
43051,La Cour,1
43052,Accord France,1
43053,Remarque,1
43054,loi 	,1
43055,jardin du Luxembourg ,1
43056,Bairou,1
43057,Election ,1
43058,Société civile renouvelés,1
43059,CDD courts,1
43060,President de l'Assemblée nationale,1
43061,Citoyenneté ,1
43062,oele,1
43063,Ministère de la Famille et de l'Education Nationale,1
43064,Volswaghen,1
43065,Cour n’,1
43066,Wauquier,1
43067,Nation   ,1
43068,RIP ,1
43069,Cour de discipline budgétaire et financière,1
43070,Mr Bellamy,1
43071,CAUSE ANIMALE,1
43072,ESPCES,1
43073,APPLANIT,1
43074,débass,1
43075,TELLE CATEGORIE SOCIALE,1
43076,ABATTOIRS,1
43077,Halte Garderie Primevère,1
43078,- supprimer l’,1
43079,M Coppé,1
43080,l’ambassade de France,1
43081,M De Villepin,1
43082,Services de santé ,1
43083,Chefs d'état,1
43084,Présidents de région,1
43085,Orgas,1
43086,Décentralisation!,1
43087,12H Hebdomadaire,1
43088,Chouette c’,1
43089,pays Limiter,1
43090,Commission des Finances de l'A. N. Election,1
43091,"Comité économique, sociale et environnementale",1
43092,Fédération Fdançaise des Motards en Colère,1
43093,Décerner,1
43094,terre?La,1
43095,Egalement RESPECT,1
43096,négociable!. Faire,1
43097,u_n,1
43098,ministère de l'Education  Nationale,1
43099,Autorité juridictionnelle,1
43100,Reportage,1
43101,Agence Française Anticorruption,1
43102,Lycée - Informer,1
43103,Gillet jaune,1
43104,Condorset,1
43105,Ferroviaires,1
43106,impoT.,1
43107,Collectivités Religieuses,1
43108,COMMUNAUTÉ FRANCAISE,1
43109,Café du commerce,1
43110,Lycées d'Excellence,1
43111,DEPENSER,1
43112,AIDE MONDIALE,1
43113,CHOISIR Perte,1
43114,REELUS,1
43115,Emmaùs,1
43116,crétins!. Oui,1
43117,Respect de l'autre quelque,1
43118,FRICS,1
43119,40h/,1
43120,Fraternité national,1
43121,Le quotidien,1
43122,CPAL,1
43123,l’Action Législative,1
43124,Janvier de l’,1
43125,vierge     Déposer,1
43126,l’Assemblée nationale     ,1
43127,Avantages      Responsabilisation,1
43128,mendier,1
43129,Christophe Willem,1
43130,Monsieur Michel ROCCARD,1
43131,Macs,1
43132,Gravé,1
43133,M Giraud,1
43134,Retrouvons,1
43135,Sourire Se,1
43136,Qquand,1
43137,entrez,1
43138,bulletin valide,1
43139,Augmentation des impôts et taxes pour les ménages,1
43140,Hongroise,1
43141,voie Italienne,1
43142,retraites0.3),1
43143,commission européennes(non élus,1
43144,l(élus,1
43145,FIDA,1
43146,AYEZ CONFIANCE,1
43147,EXHAUSTIF,1
43148,LAISSEZ PLUS SOUVENT,1
43149,SENS UNIQUE,1
43150,Organisations de droits de l'homme,1
43151,Brexit ,1
43152,NORD n’,1
43153,SOS racismes,1
43154,Arc de triomphe saccagé,1
43155,rapleele,1
43156,orale,1
43157,rapelle,1
43158,Apprendre la marseillaise,1
43159,M. Macron de concertation,1
43160,l’ecart n’,1
43161,séjour)et,1
43162,COEXISTER,1
43163,MÊME PRINCIPE,1
43164,AU PERSONNE,1
43165,MÊME LANGUE,1
43166,RETRAITER PAUVRE,1
43167,ENTRETIEN EXTÉRIEUR,1
43168,HANDICAPER SANS AIDE,1
43169,Orwel,1
43170,Cté de communes,1
43171,-le senat,1
43172,avérées(+petit,1
43173,Pâques »,1
43174,Association lutte contre le cancer,1
43175,General pour les bénéficiaire,1
43176,BASCULE,1
43177,Monsieur Darmanin,1
43178,Institut de l'Engagement,1
43179,fondamental,1
43180,s='ouvrir,1
43181,pluus démunis,1
43182,suprimer le senat,1
43183,Macron Benalla,1
43184,oIl,1
43185,Rev,1
43186,Rev Universel,1
43187,LIBER,1
43188,H vs F,1
43189,SMIC Obligation,1
43190,désué,1
43191,Bookchin,1
43192,co)décider,1
43193,Aides Publiques,1
43194,Ministère de l'intégration,1
43195,Combattre TOUS,1
43196,Service National nouvelle formule,1
43197,Régler ENFIN,1
43198,Chmabre,1
43199,Régles,1
43200,Secours Populaire Français,1
43201,pacte fiscal et social,1
43202,Rendree,1
43203,Théodiules,1
43204,Ancviens,1
43205,Répunlique,1
43206,Respecter le Président de la République,1
43207,LA MARSEILLAISE »,1
43208,Communes de moins de 10 000 habitants,1
43209,internet(emails,1
43210,Gagnez,1
43211,.USA  ,1
43212,Strat,1
43213,"meilleurs,,voir",1
43214,"aujourdhui,,accueillir",1
43215,"bien,,quand",1
43216,"probleme,,ca",1
43217,"rien,,trop",1
43218,"autres,,toute",1
43219,abasourdi,1
43220,trp,1
43221,zero Asile,1
43222,Ministères de la Transition Écologique,1
43223,Martin HIRSCH,1
43224,SEL,1
43225,Décès,1
43226,Scan,1
43227,Certificat,1
43228,Politicard,1
43229,MEMES DROITS Pas,1
43230,promouvoir!.,1
43231,Patrie des Droits de l’Homme,1
43232,Représentants » de l’,1
43233,Hollande)(des,1
43234,réfléchi,1
43235,DDI,1
43236,Tout(e)s,1
43237,Députés + Sénateurs]/Habitants,1
43238,Peyrolles 13,1
